CustomerID,3MonthInteractions,DaysSinceLastContact,AvgSentiment,PrimarySentiment,NPS_Group,UX_score,Persona,ChurnProbability,ChurnRisk
263775674629,0.0,369,0.0,Neutral,Passive,19.919999999999998,Neutral Observers,1.0,High
263772220446,0.0,988,0.0,Neutral,Passive,0.29629629629629634,Neutral Observers,1.0,High
263772220091,0.0,1554,0.0,Neutral,Passive,22.0,Lapsed Customers,1.0,High
263775678320,0.0,1272,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263772219907,0.0,1558,0.0,Neutral,Passive,0.2857142857142857,Lapsed Customers,1.0,High
263772219650,0.0,200,0.02799465240641711,Neutral,Passive,0.1499851851851852,Neutral Observers,1.0,High
263772219223,0.0,1202,0.0,Neutral,Passive,0.2618364418938307,Lapsed Customers,1.0,High
263772218865,0.0,1141,0.012499999999999992,Neutral,Passive,0.1426872770511296,Lapsed Customers,1.0,High
263775686664,0.0,312,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263772218323,0.0,697,0.7,Positive,Promoter,13.0,Positive But Inactive,1.0,High
263775688935,0.0,636,0.08666666666666666,Neutral,Passive,8.559999999999999,Neutral Observers,1.0,High
263775689193,0.0,923,0.0,Neutral,Passive,3.5200000000000005,Neutral Observers,1.0,High
263775693049,0.0,1209,0.0,Neutral,Passive,0.11570247933884298,Lapsed Customers,1.0,High
263772216965,0.0,336,0.14848484848484847,Neutral,Passive,4.173611111111112,Neutral Observers,1.0,High
263772216853,0.0,360,0.0,Neutral,Passive,0.23137326515704892,Neutral Observers,1.0,High
263772216683,0.0,1261,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263772215758,0.0,1559,0.0,Neutral,Passive,89.0,Lapsed Customers,1.0,High
263775695481,0.0,806,0.10333333333333329,Negative,Passive,11.125,Neutral Observers,1.0,High
263772214566,0.0,433,0.0,Neutral,Passive,7.08,Neutral Observers,1.0,High
263775699213,0.0,385,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263772213896,0.0,1231,0.0,Neutral,Passive,0.22528873556322185,Lapsed Customers,1.0,High
263772212944,0.0,1590,0.0,Neutral,Passive,44.888888888888886,Lapsed Customers,1.0,High
263772212660,0.0,405,-0.019444444444444448,Neutral,Passive,0.303202479338843,Neutral Observers,1.0,High
263772201230,0.0,594,0.015233922844613987,Neutral,Passive,0.03571513664196707,Neutral Observers,1.0,High
263772200563,0.0,1600,0.0,Neutral,Passive,15.0,Lapsed Customers,1.0,High
263772220683,0.0,942,0.13999999999999999,Neutral,Passive,4.6,Neutral Observers,1.0,High
263772132374,0.0,762,0.021782407407407403,Neutral,Passive,0.21019015822325446,Neutral Observers,1.0,High
263772147063,0.0,1005,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263772146205,0.0,764,0.03302777777777777,Neutral,Passive,4.1759259259259265,Neutral Observers,1.0,High
263772144378,0.0,737,0.058910256410256406,Neutral,Passive,0.35,Neutral Observers,1.0,High
263775792819,0.0,519,0.08783783783783784,Neutral,Passive,0.3635765943458251,Neutral Observers,1.0,High
263772143314,0.0,926,0.0,Neutral,Passive,0.2762360446570973,Neutral Observers,1.0,High
263775793674,0.0,698,-0.19500000000000003,Negative,Passive,7.0,Neutral Observers,1.0,High
263772141211,0.0,328,0.0,Neutral,Passive,5.54320987654321,Neutral Observers,1.0,High
263772139488,0.0,1356,0.0,Neutral,Passive,0.2857142857142857,Lapsed Customers,1.0,High
263772139266,0.0,406,0.047567783094098884,Neutral,Passive,0.2296994884910486,Neutral Observers,1.0,High
263772138198,0.0,201,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263772137408,0.0,611,0.06354969765684051,Neutral,Passive,0.0977759266972095,Neutral Observers,1.0,High
263775798328,0.0,426,0.01948051948051948,Neutral,Passive,0.34693877551020413,Neutral Observers,1.0,High
263772200359,0.0,1086,0.26666666666666666,Positive,Passive,204.0,At-Risk Positive,1.0,High
263772130787,0.0,1434,0.0,Neutral,Passive,4.36,Lapsed Customers,1.0,High
263775799537,0.0,1482,0.0,Neutral,Passive,0.34375,Lapsed Customers,1.0,High
263775799864,0.0,735,0.049999999999999996,Neutral,Passive,0.20918367346938777,Neutral Observers,1.0,High
263772129259,0.0,602,0.0,Neutral,Passive,4.489795918367347,Neutral Observers,1.0,High
263775803504,0.0,469,0.0,Neutral,Passive,6.0,Neutral Observers,1.0,High
263772128032,0.0,506,0.75,Positive,Promoter,143.0,Positive But Inactive,1.0,High
263775813824,0.0,1594,0.0,Neutral,Passive,9.444444444444445,Lapsed Customers,1.0,High
263772127286,0.0,1064,0.0,Neutral,Passive,0.38888888888888884,Neutral Observers,1.0,High
263772127206,0.0,1334,0.0,Neutral,Passive,0.3711038961038961,Lapsed Customers,1.0,High
263775818710,0.0,376,0.12999999999999998,Neutral,Passive,8.16,Neutral Observers,1.0,High
263772126602,0.0,1559,0.0,Neutral,Passive,6.16,Lapsed Customers,1.0,High
263775789347,0.0,815,0.13999999999999999,Neutral,Passive,4.08,Neutral Observers,1.0,High
263772149038,0.0,1381,0.0,Neutral,Passive,5.0,Lapsed Customers,1.0,High
263775785770,0.0,629,0.07777777777777778,Neutral,Passive,0.41975308641975306,Neutral Observers,1.0,High
263772150521,0.0,227,0.006370027434842249,Neutral,Passive,0.07623894380853277,Neutral Observers,1.0,High
263772197269,0.0,888,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263772192633,0.0,246,0.055067049808429115,Neutral,Passive,0.3145647802355645,Neutral Observers,1.0,High
263775743959,0.0,1530,0.0,Neutral,Passive,0.171875,Lapsed Customers,1.0,High
263772177785,0.0,1403,0.0,Neutral,Passive,12.2,Lapsed Customers,1.0,High
263772176605,0.0,1254,0.0,Neutral,Passive,0.3645833333333333,Lapsed Customers,1.0,High
263775752880,0.0,739,-0.004660421545667447,Neutral,Passive,0.3578971533516988,Neutral Observers,1.0,High
263775756022,0.0,809,0.0,Neutral,Passive,0.32653061224489793,Neutral Observers,1.0,High
263772167734,0.0,435,0.0,Neutral,Passive,4.361111111111112,Neutral Observers,1.0,High
263772166732,0.0,958,-0.125,Neutral,Passive,8.271604938271604,Neutral Observers,1.0,High
263772166614,0.0,1188,0.0,Neutral,Passive,0.1652892561983471,Lapsed Customers,1.0,High
263772166491,0.0,546,0.12999999999999998,Neutral,Passive,0.15772234819853867,Neutral Observers,1.0,High
263775769453,0.0,1338,0.0,Neutral,Passive,5.25,Lapsed Customers,1.0,High
263772165740,0.0,847,0.0,Neutral,Passive,4.21875,Neutral Observers,1.0,High
263772165637,0.0,1176,0.0,Neutral,Passive,0.3888888888888889,Lapsed Customers,1.0,High
263775770389,0.0,1187,0.0,Neutral,Passive,0.203125,Lapsed Customers,1.0,High
263772162481,0.0,1187,0.0,Neutral,Passive,5.162629757785467,Lapsed Customers,1.0,High
263772160187,0.0,249,0.13999999999999999,Neutral,Passive,3.6799999999999997,Neutral Observers,1.0,High
263775771276,0.0,594,0.0,Neutral,Passive,0.3125,Neutral Observers,1.0,High
263775771394,0.0,453,0.06363636363636363,Neutral,Passive,0.2975206611570248,Neutral Observers,1.0,High
263772156236,0.0,1015,0.3125,Neutral,Passive,3.9375,Neutral Observers,1.0,High
263772156235,0.0,1138,0.0,Neutral,Passive,0.24305555555555558,Lapsed Customers,1.0,High
263772155565,0.0,740,0.12916666666666665,Neutral,Passive,5.388888888888888,Neutral Observers,1.0,High
263772153732,0.0,743,0.0,Neutral,Passive,21.25,Neutral Observers,1.0,High
263772220541,0.0,232,0.44999999999999996,Positive,Passive,132.0,Positive But Inactive,1.0,High
263772220999,0.0,329,0.07876984126984127,Neutral,Passive,0.09515030371247259,Neutral Observers,1.0,High
263772125985,0.0,754,0.06999999999999999,Neutral,Passive,5.12,Neutral Observers,1.0,High
263775598478,0.0,400,0.0,Neutral,Passive,0.16568047337278105,Neutral Observers,1.0,High
263775583007,0.0,1071,0.35,Neutral,Passive,31.5,Neutral Observers,1.0,High
263772244341,0.0,1588,0.0,Neutral,Passive,94.0,Lapsed Customers,1.0,High
263775586485,0.0,351,0.06666666666666667,Neutral,Passive,8.777777777777777,Neutral Observers,1.0,High
263772243864,0.0,979,0.7,Positive,Promoter,80.0,Positive But Inactive,1.0,High
263772243804,0.0,1049,-0.02,Neutral,Passive,8.68,Neutral Observers,1.0,High
263772242883,0.0,1588,0.0,Neutral,Passive,0.1835180055401662,Lapsed Customers,1.0,High
263775590212,0.0,1519,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263772242792,0.0,1265,0.0,Neutral,Passive,20.0,Lapsed Customers,1.0,High
263772242691,0.0,334,0.0,Neutral,Passive,0.4132231404958677,Neutral Observers,1.0,High
263775594219,0.0,685,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263775594372,0.0,1343,0.0,Neutral,Passive,20.8125,Lapsed Customers,1.0,High
263775600060,0.0,244,0.024228515625,Neutral,Passive,0.054292929292929296,Neutral Observers,1.0,High
263772238109,0.0,1258,0.0,Neutral,Passive,344.0,Lapsed Customers,1.0,High
263775603206,0.0,1071,-0.025,Neutral,Passive,4.5200000000000005,Neutral Observers,1.0,High
263772241142,0.0,820,0.02727272727272727,Neutral,Passive,3.71,Neutral Observers,1.0,High
263772240998,0.0,365,0.057930555555555555,Neutral,Passive,0.374755859375,Neutral Observers,1.0,High
263775604037,0.0,1532,0.0,Neutral,Passive,4.720000000000001,Lapsed Customers,1.0,High
263772240804,0.0,482,0.12638888888888888,Neutral,Passive,0.25537873096099994,Neutral Observers,1.0,High
263775605196,0.0,1222,0.0,Neutral,Passive,6.279999999999999,Lapsed Customers,1.0,High
263775606997,0.0,1263,0.0,Neutral,Passive,0.3409631391200951,Lapsed Customers,1.0,High
263772240043,0.0,452,0.033632789535567316,Neutral,Passive,0.19126157407407407,Neutral Observers,1.0,High
263772238454,0.0,599,0.004239766081871342,Neutral,Passive,0.26016528925619836,Neutral Observers,1.0,High
263775611703,0.0,646,0.004166666666666667,Neutral,Passive,0.3808349769888231,Neutral Observers,1.0,High
263772238285,0.0,1513,0.0,Neutral,Passive,15.666666666666666,Lapsed Customers,1.0,High
263772244450,0.0,800,0.07777777777777778,Neutral,Passive,0.3333333333333333,Neutral Observers,1.0,High
263775581155,0.0,815,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263775576199,0.0,1294,0.0,Neutral,Passive,4.486111111111112,Lapsed Customers,1.0,High
263775574317,0.0,1224,0.0,Neutral,Passive,42.0,Lapsed Customers,1.0,High
263775537565,0.0,1572,0.0,Neutral,Passive,0.3697978596908442,Lapsed Customers,1.0,High
263775538896,0.0,1562,0.0,Neutral,Passive,0.32653061224489793,Lapsed Customers,1.0,High
263772251438,0.0,1138,0.13999999999999999,Neutral,Passive,4.279999999999999,Lapsed Customers,1.0,High
263772250782,0.0,1001,0.0,Neutral,Passive,0.28994082840236685,Neutral Observers,1.0,High
263772250724,0.0,1299,0.0,Neutral,Passive,14.75,Lapsed Customers,1.0,High
263772250608,0.0,1034,0.026394774011299433,Neutral,Passive,0.30453583171929194,Neutral Observers,1.0,High
263772250000,0.0,300,0.1075,Neutral,Passive,0.31938107518349534,Neutral Observers,1.0,High
263772249814,0.0,524,0.7,Positive,Promoter,15.0,Positive But Inactive,1.0,High
263772249229,0.0,556,0.2,Neutral,Passive,4.92,Neutral Observers,1.0,High
263775552535,0.0,641,-0.00648809523809524,Neutral,Passive,0.14296225761772852,Neutral Observers,1.0,High
263772248488,0.0,1251,0.0,Neutral,Passive,5.972222222222222,Lapsed Customers,1.0,High
263775553335,0.0,1594,0.0,Neutral,Passive,14.0,Lapsed Customers,1.0,High
263772248386,0.0,412,0.06666666666666667,Neutral,Passive,3.54320987654321,Neutral Observers,1.0,High
263772247427,0.0,1554,0.0,Neutral,Passive,26.5,Lapsed Customers,1.0,High
263775562677,0.0,1427,0.0,Neutral,Passive,46.0,Lapsed Customers,1.0,High
263775564978,0.0,592,0.057999999999999996,Neutral,Passive,7.32,Neutral Observers,1.0,High
263775568696,0.0,762,0.08618214775622182,Neutral,Passive,0.26247869491112735,Neutral Observers,1.0,High
263775569895,0.0,182,0.03026932084309133,Neutral,Passive,0.12518025957378626,Neutral Observers,1.0,High
263775570123,0.0,1356,0.0,Neutral,Passive,5.407407407407407,Lapsed Customers,1.0,High
263775570985,0.0,956,0.0,Neutral,Passive,4.277777777777778,Neutral Observers,1.0,High
263772245334,0.0,565,0.0,Neutral,Passive,45.111111111111114,Neutral Observers,1.0,High
263772245139,0.0,617,0.0,Neutral,Passive,4.305555555555555,Neutral Observers,1.0,High
263775573615,0.0,802,0.0,Neutral,Passive,13.440000000000001,Neutral Observers,1.0,High
263772238120,0.0,1043,0.0,Neutral,Passive,4.6938775510204085,Neutral Observers,1.0,High
263775612559,0.0,420,0.07777777777777778,Neutral,Passive,0.32098765432098764,Neutral Observers,1.0,High
263772221159,0.0,958,0.03779183673469388,Neutral,Passive,0.08838349905939263,Neutral Observers,1.0,High
263772225517,0.0,721,0.1018867924528302,Neutral,Passive,0.16411282585455442,Neutral Observers,1.0,High
263775647719,0.0,219,0.13796296296296295,Neutral,Passive,12.17283950617284,Neutral Observers,1.0,High
263775649476,0.0,1340,0.0,Neutral,Passive,0.2777777777777778,Lapsed Customers,1.0,High
263772228504,0.0,238,0.027777777777777776,Neutral,Passive,0.1729405346426623,Neutral Observers,1.0,High
263772228191,0.0,904,0.0619047619047619,Neutral,Passive,5.877551020408164,Neutral Observers,1.0,High
263775650029,0.0,623,0.10909090909090909,Neutral,Passive,3.710059171597633,Neutral Observers,1.0,High
263775652655,0.0,1601,0.0,Neutral,Passive,0.20408163265306123,Lapsed Customers,1.0,High
263772227069,0.0,621,0.04736842105263158,Neutral,Passive,0.40489795918367344,Neutral Observers,1.0,High
263775652678,0.0,259,0.09446174787744555,Neutral,Passive,0.054920898740430685,Neutral Observers,1.0,High
263772226552,0.0,342,0.0652818035426731,Neutral,Passive,0.38683127572016457,Neutral Observers,1.0,High
263772226447,0.0,1359,0.0,Neutral,Passive,0.2527551020408163,Lapsed Customers,1.0,High
263772226009,0.0,1558,0.0,Neutral,Passive,3.4814814814814814,Lapsed Customers,1.0,High
263775655829,0.0,901,0.13999999999999999,Neutral,Passive,3.5200000000000005,Neutral Observers,1.0,High
263775612932,0.0,850,0.0,Neutral,Passive,0.38888888888888884,Neutral Observers,1.0,High
263775658100,0.0,587,0.0,Neutral,Passive,3.56198347107438,Neutral Observers,1.0,High
263772224421,0.0,392,-0.022727272727272728,Neutral,Passive,4.395833333333333,Neutral Observers,1.0,High
263775664552,0.0,1369,0.0,Neutral,Passive,0.1875,Lapsed Customers,1.0,High
263772224069,0.0,1201,0.0,Neutral,Passive,19.25,Lapsed Customers,1.0,High
263772223366,0.0,984,0.175,Neutral,Passive,7.0625,Neutral Observers,1.0,High
263775665408,0.0,958,0.030555555555555558,Neutral,Passive,0.16801044997973064,Neutral Observers,1.0,High
263772222842,0.0,1421,0.0,Neutral,Passive,34.25,Lapsed Customers,1.0,High
263772222657,0.0,1206,0.0,Neutral,Passive,9.666666666666666,Lapsed Customers,1.0,High
263772222610,0.0,959,0.0,Neutral,Passive,18.0,Neutral Observers,1.0,High
263775668814,0.0,264,0.0,Neutral,Passive,3.5625,Neutral Observers,1.0,High
263775673013,0.0,747,0.04794520547945205,Neutral,Passive,0.24203125,Neutral Observers,1.0,High
263772231191,0.0,825,0.0,Neutral,Passive,26.777777777777775,Neutral Observers,1.0,High
263772231829,0.0,766,0.7,Positive,Promoter,15.0,Positive But Inactive,1.0,High
263775642140,0.0,1203,0.0,Neutral,Passive,0.32906653785774664,Lapsed Customers,1.0,High
263772232301,0.0,167,0.08858034122740005,Neutral,Passive,0.13822038342753917,Neutral Observers,1.0,High
263772237196,0.0,1420,0.0,Neutral,Passive,0.24,Lapsed Customers,1.0,High
263775613682,0.0,393,0.04000000000000001,Neutral,Passive,5.279999999999999,Neutral Observers,1.0,High
263775613973,0.0,1237,0.0,Neutral,Passive,8.777777777777777,Lapsed Customers,1.0,High
263772236472,0.0,922,0.05555555555555555,Neutral,Passive,0.3819538670284939,Neutral Observers,1.0,High
263772236306,0.0,1059,0.22499999999999998,Neutral,Passive,29.5,Neutral Observers,1.0,High
263772236193,0.0,444,0.0,Neutral,Passive,133.0,Neutral Observers,1.0,High
263772236105,0.0,1215,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263772235480,0.0,931,0.0,Neutral,Passive,4.148760330578512,Neutral Observers,1.0,High
263775621446,0.0,1291,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263775624829,0.0,640,0.06999999999999999,Neutral,Passive,0.32999999999999996,Neutral Observers,1.0,High
263772234922,0.0,440,0.05952380952380952,Neutral,Passive,4.765625,Neutral Observers,1.0,High
263772234630,0.0,707,0.175,Neutral,Passive,39.0,Neutral Observers,1.0,High
263772234540,0.0,381,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263772234073,0.0,175,0.0020415528816066435,Neutral,Passive,0.12225814028925851,Neutral Observers,1.0,High
263772233747,0.0,769,0.07333333333333333,Neutral,Passive,6.12,Neutral Observers,1.0,High
263772233429,0.0,1027,0.0,Neutral,Passive,0.3174603174603175,Neutral Observers,1.0,High
263772233323,0.0,1323,0.0,Neutral,Passive,5.289256198347108,Lapsed Customers,1.0,High
263775639109,0.0,1231,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263775640744,0.0,763,0.029090909090909084,Neutral,Passive,5.76,Neutral Observers,1.0,High
263772232890,0.0,146,0.12650137741046832,Neutral,Passive,0.17745746691871456,Neutral Observers,1.0,High
263772232740,0.0,669,0.11666666666666665,Neutral,Passive,7.609999999999999,Neutral Observers,1.0,High
263772232680,0.0,335,-0.00748418528721559,Neutral,Passive,0.32416706049149335,Neutral Observers,1.0,High
263775642029,0.0,577,0.0,Neutral,Passive,0.38888888888888884,Neutral Observers,1.0,High
263775820266,0.0,618,0.16875,Neutral,Passive,3.6280991735537187,Neutral Observers,1.0,High
263772125765,0.0,536,-0.025168164488017432,Neutral,Passive,0.17751425104736615,Neutral Observers,1.0,High
263772252720,0.0,196,0.11943075361216955,Neutral,Passive,0.13197633136094675,Neutral Observers,1.0,High
263771643245,0.0,350,0.036181732580037665,Neutral,Passive,0.08686942269167729,Neutral Observers,1.0,High
263776056409,0.0,278,0.13999999999999999,Neutral,Passive,3.5200000000000005,Neutral Observers,1.0,High
263771681579,0.0,815,0.019973776223776222,Neutral,Passive,0.15535539292341696,Neutral Observers,1.0,High
263776057924,0.0,1539,0.0,Neutral,Passive,24.222222222222225,Lapsed Customers,1.0,High
263771677738,0.0,529,0.01836734693877551,Neutral,Passive,0.3199404761904762,Neutral Observers,1.0,High
263771657761,0.0,1166,0.0,Neutral,Passive,0.1834319526627219,Lapsed Customers,1.0,High
263771653883,0.0,201,0.05454545454545454,Neutral,Passive,3.659722222222222,Neutral Observers,1.0,High
263771653852,0.0,224,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263771650535,0.0,1165,0.0,Neutral,Passive,7.203125,Lapsed Customers,1.0,High
263771650519,0.0,1127,0.0,Neutral,Passive,0.38888888888888884,Lapsed Customers,1.0,High
263776069603,0.0,243,-0.017829973325125682,Neutral,Passive,0.07016330295138888,Neutral Observers,1.0,High
263771645592,0.0,1446,0.0,Neutral,Passive,0.16794929832503394,Lapsed Customers,1.0,High
263771637928,0.0,299,0.0,Neutral,Passive,0.375,Neutral Observers,1.0,High
263776100100,0.0,468,-0.0009061771561771561,Neutral,Passive,0.06211697506991135,Neutral Observers,1.0,High
263771637453,0.0,841,0.019047619047619046,Neutral,Passive,5.224489795918367,Neutral Observers,1.0,High
263776075840,0.0,997,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263776081033,0.0,168,0.35,Neutral,Passive,14.111111111111112,Neutral Observers,1.0,High
263771626759,0.0,1575,0.0,Neutral,Passive,0.3549382716049383,Lapsed Customers,1.0,High
263776083689,0.0,425,0.1,Neutral,Passive,43.0,Neutral Observers,1.0,High
263776084532,0.0,1032,0.08676810477657936,Neutral,Passive,0.30112453144523116,Neutral Observers,1.0,High
263771610065,0.0,714,0.08345136447346392,Neutral,Passive,0.12168964491172386,Neutral Observers,1.0,High
263776087508,0.0,1348,0.0,Neutral,Passive,0.36,Lapsed Customers,1.0,High
263776095460,0.0,1152,0.0,Neutral,Passive,80.0,Lapsed Customers,1.0,High
263771598780,0.0,220,0.04943251533742331,Neutral,Passive,0.15195635330578514,Neutral Observers,1.0,High
263776095718,0.0,251,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263771699155,0.0,1007,0.0,Neutral,Passive,86.0,Neutral Observers,1.0,High
263771699397,0.0,784,-0.014705017205017209,Neutral,Passive,0.37920604914933836,Neutral Observers,1.0,High
263776043387,0.0,495,0.05,Neutral,Passive,0.035833184749141093,Neutral Observers,1.0,High
263776041082,0.0,375,0.0,Neutral,Passive,6.625,Neutral Observers,1.0,High
263775992026,0.0,420,0.028898225957049484,Neutral,Passive,0.07586822646001694,Neutral Observers,1.0,High
263775993322,0.0,1223,0.0,Neutral,Passive,63.0,Lapsed Customers,1.0,High
263771786076,0.0,1179,0.0,Neutral,Passive,0.4375,Lapsed Customers,1.0,High
263771785779,0.0,1496,0.0,Neutral,Passive,0.4319526627218935,Lapsed Customers,1.0,High
263771783393,0.0,1510,0.0,Neutral,Passive,0.3125,Lapsed Customers,1.0,High
263775999445,0.0,375,0.0,Neutral,Passive,3.56,Neutral Observers,1.0,High
263771769806,0.0,644,0.0,Neutral,Passive,4.444444444444445,Neutral Observers,1.0,High
263771768855,0.0,980,0.03170216328444177,Neutral,Passive,0.043498654363706264,Neutral Observers,1.0,High
263771767755,0.0,359,0.0,Neutral,Passive,0.38888888888888884,Neutral Observers,1.0,High
263771761404,0.0,1554,0.0,Neutral,Passive,0.359375,Lapsed Customers,1.0,High
263776002593,0.0,1259,0.0,Neutral,Passive,0.3338647959183674,Lapsed Customers,1.0,High
263776017987,0.0,1195,0.0,Neutral,Passive,11.222222222222221,Lapsed Customers,1.0,High
263771752448,0.0,459,0.0,Neutral,Passive,0.24,Neutral Observers,1.0,High
263776023499,0.0,335,0.05672743055555555,Neutral,Passive,0.12014496017690056,Neutral Observers,1.0,High
263776028335,0.0,782,0.023333333333333338,Neutral,Passive,8.72,Neutral Observers,1.0,High
263771737635,0.0,846,0.225,Neutral,Passive,4.628099173553719,Neutral Observers,1.0,High
263776029140,0.0,880,0.0,Neutral,Passive,0.36111111111111116,Neutral Observers,1.0,High
263776029229,0.0,1533,0.0,Neutral,Passive,5.84,Lapsed Customers,1.0,High
263771729288,0.0,1163,0.0,Neutral,Passive,0.390625,Lapsed Customers,1.0,High
263776029465,0.0,665,0.05833333333333333,Neutral,Passive,0.2847222222222222,Neutral Observers,1.0,High
263771716528,0.0,1518,0.0,Neutral,Passive,0.15789473684210525,Lapsed Customers,1.0,High
263771715775,0.0,1415,0.0,Neutral,Passive,6.5,Lapsed Customers,1.0,High
263776035243,0.0,349,0.11000000000000001,Neutral,Passive,7.56,Neutral Observers,1.0,High
263776097016,0.0,1119,0.04,Neutral,Passive,3.6,Lapsed Customers,1.0,High
263776103185,0.0,985,0.175,Neutral,Passive,3.6875,Neutral Observers,1.0,High
263771791082,0.0,461,0.14444444444444443,Neutral,Passive,4.805555555555555,Neutral Observers,1.0,High
263776185232,0.0,1089,0.13047619047619047,Neutral,Passive,0.2329861111111111,Lapsed Customers,1.0,High
263776164681,0.0,917,0.06999999999999999,Neutral,Passive,0.27999999999999997,Neutral Observers,1.0,High
263771518443,0.0,1414,0.0,Neutral,Passive,0.38775510204081637,Lapsed Customers,1.0,High
263776171461,0.0,1093,0.0,Neutral,Passive,0.2986111111111111,Lapsed Customers,1.0,High
263771515951,0.0,305,0.0,Neutral,Passive,4.0,Neutral Observers,1.0,High
263776177693,0.0,183,0.1595674486803519,Neutral,Passive,0.2836213991769547,Neutral Observers,1.0,High
263776177758,0.0,183,0.0,Neutral,Passive,103.0,Neutral Observers,1.0,High
263776177961,0.0,584,0.05288065843621399,Neutral,Passive,0.30677685950413225,Neutral Observers,1.0,High
263776180922,0.0,851,0.021670828131502288,Neutral,Passive,0.3374866500533998,Neutral Observers,1.0,High
263771496280,0.0,220,0.05102040816326531,Neutral,Passive,0.2679952409280191,Neutral Observers,1.0,High
263771490829,0.0,900,0.049999999999999996,Neutral,Passive,0.37426035502958577,Neutral Observers,1.0,High
263776183701,0.0,1154,0.0,Neutral,Passive,0.10439396945050584,Lapsed Customers,1.0,High
263771488559,0.0,1196,0.0,Neutral,Passive,0.1358024691358025,Lapsed Customers,1.0,High
